テキスト,カテゴリ
2023-07-18 ベンザルコニウム塩化物消毒液10%「カネイチ」,ベンザルコニウム塩化物消毒液10%「カネイチ」
キンサールG-10液 10%,キンサールG-10液 10%
2024-09-07 キンサールG-10液 10%,キンサールG-10液 10%
2024-03-06 キンサールG-10液 10%,キンサールG-10液 10%
2024-07-27 キンサールG-10液 10%,キンサールG-10液 10%
2023-09-05 キンサールG-10液 10%,キンサールG-10液 10%
2024-03-15 キンサールG-10液 10%,キンサールG-10液 10%
クリンエール,クリンエール
2024-04-01 クリンエール,クリンエール
2023-04-08 クリンエール,クリンエール
2023-10-02 クリンエール,クリンエール
2024-05-21 クリンエール,クリンエール
2023-06-17 クリンエール,クリンエール
グルコキシジンアルコール液 0.5%,グルコキシジンアルコール液 0.5%
2024-02-03 グルコキシジンアルコール液 0.5%,グルコキシジンアルコール液 0.5%
2024-11-13 グルコキシジンアルコール液 0.5%,グルコキシジンアルコール液 0.5%
2024-10-01 グルコキシジンアルコール液 0.5%,グルコキシジンアルコール液 0.5%
2024-07-25 グルコキシジンアルコール液 0.5%,グルコキシジンアルコール液 0.5%
2023-07-28 グルコキシジンアルコール液 0.5%,グルコキシジンアルコール液 0.5%
グルコン酸クロルヘキシジン,グルコン酸クロルヘキシジン
2023-07-22 グルコン酸クロルヘキシジン,グルコン酸クロルヘキシジン
2024-05-15 グルコン酸クロルヘキシジン,グルコン酸クロルヘキシジン
2024-02-15 グルコン酸クロルヘキシジン,グルコン酸クロルヘキシジン
2023-05-28 グルコン酸クロルヘキシジン,グルコン酸クロルヘキシジン
2023-07-17 グルコン酸クロルヘキシジン,グルコン酸クロルヘキシジン
木クレオソート,木クレオソート
2023-10-05 木クレオソート,木クレオソート
2023-04-01 木クレオソート,木クレオソート
2024-02-12 木クレオソート,木クレオソート
2023-04-03 木クレオソート,木クレオソート
2024-12-19 木クレオソート,木クレオソート
クレゾール石ケン液,クレゾール石ケン液
2024-08-02 クレゾール石ケン液,クレゾール石ケン液
2023-11-07 クレゾール石ケン液,クレゾール石ケン液
2023-05-10 クレゾール石ケン液,クレゾール石ケン液
2024-05-21 クレゾール石ケン液,クレゾール石ケン液
2024-05-14 クレゾール石ケン液,クレゾール石ケン液
クレミール 10%,クレミール 10%
2023-02-28 クレミール 10%,クレミール 10%
2023-08-31 クレミール 10%,クレミール 10%
2024-07-31 クレミール 10%,クレミール 10%
2024-02-24 クレミール 10%,クレミール 10%
2023-02-27 クレミール 10%,クレミール 10%
クロキジーナ液 20%,クロキジーナ液 20%
2024-07-09 クロキジーナ液 20%,クロキジーナ液 20%
2023-02-01 クロキジーナ液 20%,クロキジーナ液 20%
2024-11-26 クロキジーナ液 20%,クロキジーナ液 20%
2023-10-23 クロキジーナ液 20%,クロキジーナ液 20%
2023-09-11 クロキジーナ液 20%,クロキジーナ液 20%
クロバインA 0.5%,クロバインA 0.5%
2024-04-10 クロバインA 0.5%,クロバインA 0.5%
2024-01-07 クロバインA 0.5%,クロバインA 0.5%
2023-01-16 クロバインA 0.5%,クロバインA 0.5%
2025-01-14 クロバインA 0.5%,クロバインA 0.5%
2024-03-12 クロバインA 0.5%,クロバインA 0.5%
クロヘキシン液,クロヘキシン液
2023-02-16 クロヘキシン液,クロヘキシン液
2024-12-14 クロヘキシン液,クロヘキシン液
2023-03-20 クロヘキシン液,クロヘキシン液
2024-07-17 クロヘキシン液,クロヘキシン液
2023-07-07 クロヘキシン液,クロヘキシン液
ケンエー消毒用イソプロピルアルコール,ケンエー消毒用イソプロピルアルコール
2024-06-23 ケンエー消毒用イソプロピルアルコール,ケンエー消毒用イソプロピルアルコール
2024-11-21 ケンエー消毒用イソプロピルアルコール,ケンエー消毒用イソプロピルアルコール
2023-12-21 ケンエー消毒用イソプロピルアルコール,ケンエー消毒用イソプロピルアルコール
2024-03-15 ケンエー消毒用イソプロピルアルコール,ケンエー消毒用イソプロピルアルコール
2024-07-13 ケンエー消毒用イソプロピルアルコール,ケンエー消毒用イソプロピルアルコール
コンクノール液10%,コンクノール液10%
2023-12-26 コンクノール液10%,コンクノール液10%
2023-08-29 コンクノール液10%,コンクノール液10%
2023-03-11 コンクノール液10%,コンクノール液10%
2023-03-23 コンクノール液10%,コンクノール液10%
2023-10-14 コンクノール液10%,コンクノール液10%
サテニジン液,サテニジン液
2024-06-17 サテニジン液,サテニジン液
2024-07-05 サテニジン液,サテニジン液
2024-02-19 サテニジン液,サテニジン液
2023-01-31 サテニジン液,サテニジン液
2023-11-07 サテニジン液,サテニジン液
サラノックス10%消毒液,サラノックス10%消毒液
2023-11-27 サラノックス10%消毒液,サラノックス10%消毒液
2023-08-19 サラノックス10%消毒液,サラノックス10%消毒液
2023-06-27 サラノックス10%消毒液,サラノックス10%消毒液
2023-09-24 サラノックス10%消毒液,サラノックス10%消毒液
2023-12-05 サラノックス10%消毒液,サラノックス10%消毒液
サラヤ塩化ベンザルコニウム10%液,サラヤ塩化ベンザルコニウム10%液
2023-06-05 サラヤ塩化ベンザルコニウム10%液,サラヤ塩化ベンザルコニウム10%液
2023-05-07 サラヤ塩化ベンザルコニウム10%液,サラヤ塩化ベンザルコニウム10%液
2024-11-27 サラヤ塩化ベンザルコニウム10%液,サラヤ塩化ベンザルコニウム10%液
2024-06-16 サラヤ塩化ベンザルコニウム10%液,サラヤ塩化ベンザルコニウム10%液
2024-04-08 サラヤ塩化ベンザルコニウム10%液,サラヤ塩化ベンザルコニウム10%液
ザルコニン液,ザルコニン液
2023-04-21 ザルコニン液,ザルコニン液
2024-10-11 ザルコニン液,ザルコニン液
2024-08-05 ザルコニン液,ザルコニン液
2023-09-04 ザルコニン液,ザルコニン液
2024-08-13 ザルコニン液,ザルコニン液
ステリクロン液,ステリクロン液
2023-03-31 ステリクロン液,ステリクロン液
2024-02-04 ステリクロン液,ステリクロン液
2023-04-28 ステリクロン液,ステリクロン液
2023-03-06 ステリクロン液,ステリクロン液
2023-05-24 ステリクロン液,ステリクロン液
セイコール,セイコール
2024-06-09 セイコール,セイコール
2024-01-16 セイコール,セイコール
2023-05-19 セイコール,セイコール
2024-03-29 セイコール,セイコール
2024-09-30 セイコール,セイコール
タツミヨーチン,タツミヨーチン
2024-04-27 タツミヨーチン,タツミヨーチン
2023-02-08 タツミヨーチン,タツミヨーチン
2024-04-13 タツミヨーチン,タツミヨーチン
2023-05-05 タツミヨーチン,タツミヨーチン
2023-12-17 タツミヨーチン,タツミヨーチン
ヂアミトール,ヂアミトール
2024-10-29 ヂアミトール,ヂアミトール
2024-05-27 ヂアミトール,ヂアミトール
2024-10-10 ヂアミトール,ヂアミトール
2023-03-11 ヂアミトール,ヂアミトール
2024-05-09 ヂアミトール,ヂアミトール
テキサント消毒液6%,テキサント消毒液6%
2023-04-02 テキサント消毒液6%,テキサント消毒液6%
2024-08-19 テキサント消毒液6%,テキサント消毒液6%
2024-04-09 テキサント消毒液6%,テキサント消毒液6%
2023-02-18 テキサント消毒液6%,テキサント消毒液6%
2023-08-17 テキサント消毒液6%,テキサント消毒液6%
テゴー51 10%,テゴー51 10%
2023-06-18 テゴー51 10%,テゴー51 10%
2023-06-18 テゴー51 10%,テゴー51 10%
2024-06-19 テゴー51 10%,テゴー51 10%
2023-07-26 テゴー51 10%,テゴー51 10%
2023-01-21 テゴー51 10%,テゴー51 10%
ポビドンヨード外用液10%「日新」,ポビドンヨード外用液10%「日新」
2024-02-05 ポビドンヨード外用液10%「日新」,ポビドンヨード外用液10%「日新」
2024-06-04 ポビドンヨード外用液10%「日新」,ポビドンヨード外用液10%「日新」
2023-05-29 ポビドンヨード外用液10%「日新」,ポビドンヨード外用液10%「日新」
2024-12-17 ポビドンヨード外用液10%「日新」,ポビドンヨード外用液10%「日新」
2024-09-13 ポビドンヨード外用液10%「日新」,ポビドンヨード外用液10%「日新」
トリゾン液.YI,トリゾン液.YI
2024-03-28 トリゾン液.YI,トリゾン液.YI
2024-05-15 トリゾン液.YI,トリゾン液.YI
2024-08-21 トリゾン液.YI,トリゾン液.YI
2024-07-08 トリゾン液.YI,トリゾン液.YI
2024-05-09 トリゾン液.YI,トリゾン液.YI
ニッサンアノン#10%液,ニッサンアノン#10%液
2023-11-06 ニッサンアノン#10%液,ニッサンアノン#10%液
2024-02-01 ニッサンアノン#10%液,ニッサンアノン#10%液
2023-10-29 ニッサンアノン#10%液,ニッサンアノン#10%液
2024-01-30 ニッサンアノン#10%液,ニッサンアノン#10%液
2023-02-04 ニッサンアノン#10%液,ニッサンアノン#10%液
ネオクレミール 5%,ネオクレミール 5%
2024-01-02 ネオクレミール 5%,ネオクレミール 5%
2023-07-22 ネオクレミール 5%,ネオクレミール 5%
2024-03-16 ネオクレミール 5%,ネオクレミール 5%
2024-11-01 ネオクレミール 5%,ネオクレミール 5%
2024-12-22 ネオクレミール 5%,ネオクレミール 5%
ネオショーアルS,ネオショーアルS
2024-05-19 ネオショーアルS,ネオショーアルS
2023-06-16 ネオショーアルS,ネオショーアルS
2023-01-19 ネオショーアルS,ネオショーアルS
2024-05-13 ネオショーアルS,ネオショーアルS
2023-12-21 ネオショーアルS,ネオショーアルS
ネオプロパノール,ネオプロパノール
2023-10-03 ネオプロパノール,ネオプロパノール
2024-01-05 ネオプロパノール,ネオプロパノール
2024-05-18 ネオプロパノール,ネオプロパノール
2025-01-11 ネオプロパノール,ネオプロパノール
2023-06-04 ネオプロパノール,ネオプロパノール
ネオヨジンスクラブ7.5%,ネオヨジンスクラブ7.5%
2023-04-19 ネオヨジンスクラブ7.5%,ネオヨジンスクラブ7.5%
2023-08-24 ネオヨジンスクラブ7.5%,ネオヨジンスクラブ7.5%
2023-05-09 ネオヨジンスクラブ7.5%,ネオヨジンスクラブ7.5%
2023-06-01 ネオヨジンスクラブ7.5%,ネオヨジンスクラブ7.5%
2024-07-13 ネオヨジンスクラブ7.5%,ネオヨジンスクラブ7.5%
ネオ消アル,ネオ消アル
2024-02-25 ネオ消アル,ネオ消アル
2023-05-06 ネオ消アル,ネオ消アル
2023-02-19 ネオ消アル,ネオ消アル
2024-05-17 ネオ消アル,ネオ消アル
2024-12-05 ネオ消アル,ネオ消アル
ネグミンゲル 10%,ネグミンゲル 10%
2024-09-19 ネグミンゲル 10%,ネグミンゲル 10%
2023-04-08 ネグミンゲル 10%,ネグミンゲル 10%
2023-11-30 ネグミンゲル 10%,ネグミンゲル 10%
2023-07-10 ネグミンゲル 10%,ネグミンゲル 10%
2023-08-14 ネグミンゲル 10%,ネグミンゲル 10%
ネグミン液10%,ネグミン液10%
2023-04-17 ネグミン液10%,ネグミン液10%
2024-08-18 ネグミン液10%,ネグミン液10%
2024-09-16 ネグミン液10%,ネグミン液10%
2023-10-15 ネグミン液10%,ネグミン液10%
2024-05-17 ネグミン液10%,ネグミン液10%
ハイアミン液 10%,ハイアミン液 10%
2024-11-04 ハイアミン液 10%,ハイアミン液 10%
2023-08-28 ハイアミン液 10%,ハイアミン液 10%
2023-03-26 ハイアミン液 10%,ハイアミン液 10%
2023-04-16 ハイアミン液 10%,ハイアミン液 10%
2024-12-07 ハイアミン液 10%,ハイアミン液 10%
ハイジール液,ハイジール液
2023-12-09 ハイジール液,ハイジール液
2023-09-24 ハイジール液,ハイジール液
2024-03-17 ハイジール液,ハイジール液
2023-12-20 ハイジール液,ハイジール液
2023-06-30 ハイジール液,ハイジール液
ハイデシン 10%,ハイデシン 10%
2023-05-24 ハイデシン 10%,ハイデシン 10%
2024-12-20 ハイデシン 10%,ハイデシン 10%
2023-11-18 ハイデシン 10%,ハイデシン 10%
2024-06-21 ハイデシン 10%,ハイデシン 10%
2024-01-09 ハイデシン 10%,ハイデシン 10%
ハイポピロン液 10%,ハイポピロン液 10%
2024-01-18 ハイポピロン液 10%,ハイポピロン液 10%
2024-02-03 ハイポピロン液 10%,ハイポピロン液 10%
2024-05-04 ハイポピロン液 10%,ハイポピロン液 10%
2024-10-30 ハイポピロン液 10%,ハイポピロン液 10%
2023-07-25 ハイポピロン液 10%,ハイポピロン液 10%
ハイポライト10 10%,ハイポライト10 10%
2024-04-05 ハイポライト10 10%,ハイポライト10 10%
2024-01-23 ハイポライト10 10%,ハイポライト10 10%
2024-10-14 ハイポライト10 10%,ハイポライト10 10%
2024-01-09 ハイポライト10 10%,ハイポライト10 10%
2023-10-26 ハイポライト10 10%,ハイポライト10 10%
ビオシドール消毒液,ビオシドール消毒液
2023-10-31 ビオシドール消毒液,ビオシドール消毒液
2023-02-06 ビオシドール消毒液,ビオシドール消毒液
2024-07-26 ビオシドール消毒液,ビオシドール消毒液
2024-07-27 ビオシドール消毒液,ビオシドール消毒液
2024-10-09 ビオシドール消毒液,ビオシドール消毒液
アルキルジアミノエチルグリシン塩酸塩消毒用液10%「NP」,アルキルジアミノエチルグリシン塩酸塩消毒用液10%「NP」
2024-05-05 アルキルジアミノエチルグリシン塩酸塩消毒用液10%「NP」,アルキルジアミノエチルグリシン塩酸塩消毒用液10%「NP」
2025-01-06 アルキルジアミノエチルグリシン塩酸塩消毒用液10%「NP」,アルキルジアミノエチルグリシン塩酸塩消毒用液10%「NP」
2024-04-18 アルキルジアミノエチルグリシン塩酸塩消毒用液10%「NP」,アルキルジアミノエチルグリシン塩酸塩消毒用液10%「NP」
2024-01-21 アルキルジアミノエチルグリシン塩酸塩消毒用液10%「NP」,アルキルジアミノエチルグリシン塩酸塩消毒用液10%「NP」
2023-09-30 アルキルジアミノエチルグリシン塩酸塩消毒用液10%「NP」,アルキルジアミノエチルグリシン塩酸塩消毒用液10%「NP」
ポビドンヨード消毒用液10%「NP」,ポビドンヨード消毒用液10%「NP」
2024-03-13 ポビドンヨード消毒用液10%「NP」,ポビドンヨード消毒用液10%「NP」
2024-01-28 ポビドンヨード消毒用液10%「NP」,ポビドンヨード消毒用液10%「NP」
2023-06-13 ポビドンヨード消毒用液10%「NP」,ポビドンヨード消毒用液10%「NP」
2023-06-11 ポビドンヨード消毒用液10%「NP」,ポビドンヨード消毒用液10%「NP」
2023-09-16 ポビドンヨード消毒用液10%「NP」,ポビドンヨード消毒用液10%「NP」
ヒビテン・グルコネート液 20%,ヒビテン・グルコネート液 20%
